hostname;mainIp;cpu;ram;hd
STR151601;STR151601;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151602;STR151602;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151611;STR151611;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR151620;STR151620;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151624;STR151624;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.34 GB
STR151632;STR151632;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.93 GB
STR151651;STR151651;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.03 GB
STR151652;STR151652;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.39 GB
STR151653;STR151653;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.08 GB
STR151654;STR151654;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151656;STR151656;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR151658;STR151658;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151659;STR151659;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.36 GB
STR151660;STR151660;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151662;STR151662;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.09 GB
STR151663;STR151663;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;2101.26 GB
STR151668;STR151668;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.55 GB
STR151690;STR151690;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR151693;STR151693;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR151695;STR151695;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151697;STR151697;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.38 GB
STR151700;STR151700;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;470.17 GB
STR151705;STR151705;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.48 GB
STR151710;STR151710;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151711;STR151711;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;N/A
STR151712;STR151712;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.88 GB
STR151713;STR151713;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.48 GB
STR151714;STR151714;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.35 GB
STR151715;STR151715;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.34 GB
STR151716;STR151716;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.34 GB
STR151718;STR151718;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.08 GB
STR151719;STR151719;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;N/A
STR151720;STR151720;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.47 GB
STR151721;STR151721;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.03 GB
STR151722;STR151722;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.99 GB
STR151723;STR151723;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.44 GB
STR151724;STR151724;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.36 GB
STR151727;STR151727;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151728;STR151728;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.44 GB
STR151729;STR151729;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.99 GB
STR151730;STR151730;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.25 GB
STR151731;STR151731;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.25 GB
STR151733;STR151733;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.32 GB
STR151734;STR151734;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.10 GB
STR151735;STR151735;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.17 GB
STR151745;STR151745;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.64 GB
STR151753;STR151753;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.76 GB
STR153440;STR153440;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.19 GB
STR153441;STR153441;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.39 GB
STR153442;STR153442;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;688.71 GB
STR153444;STR153444;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.50 GB
STR153445;STR153445;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.12 GB
STR153446;STR153446;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.39 GB
STR153447;STR153447;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;N/A
STR153449;STR153449;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.21 GB
STR154;STR154;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;N/A
STR154403;STR154403;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.10 GB
STR154427;STR154427;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.34 GB
STR154445;STR154445;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;929.56 GB
STR154448;STR154448;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154449;STR154449;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154450;STR154450;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154451;STR154451;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.00 GB
STR154452;STR154452;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;929.55 GB
STR154454;STR154454;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154456;STR154456;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154460;STR154460;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154462;STR154462;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154464;STR154464;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154465;STR154465;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154466;STR154466;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;687.37 GB
STR154467;STR154467;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;476.81 GB
STR154474;STR154474;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.01 GB
STR154501;STR154501;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.36 GB
STR154531;STR154531;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.34 GB
STR154553;STR154553;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;447.00 GB
STR154650;STR154650;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.88 GB
STR154655;STR154655;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.62 GB
STR154656;STR154656;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.34 GB
STR154658;STR154658;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.62 GB
STR154668;STR154668;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.34 GB
STR154669;STR154669;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.01 GB
STR154674;STR154674;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.01 GB
STR154675;STR154675;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.97 GB
STR154676;STR154676;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.36 GB
STR154737;STR154737;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.34 GB
STR154738;STR154738;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.62 GB
STR154743;STR154743;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;931.24 GB
STR154745;STR154745;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.01 GB
STR154748;STR154748;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.08 GB
STR154754;STR154754;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.10 GB
STR154762;STR154762;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.62 GB
STR154763;STR154763;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.25 GB
STR154764;STR154764;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.10 GB
STR154765;STR154765;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.36 GB
STR154769;STR154769;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.34 GB
STR154770;STR154770;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.62 GB
STR154772;STR154772;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.62 GB
STR154773;STR154773;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;689.20 GB
STR154784;STR154784;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154787;STR154787;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;929.55 GB
STR154789;STR154789;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.62 GB
STR154792;STR154792;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.01 GB
STR154793;STR154793;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154794;STR154794;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.54 GB
STR154795;STR154795;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154796;STR154796;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154818;STR154818;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154819;STR154819;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154820;STR154820;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154821;STR154821;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.41 GB
STR154822;STR154822;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;929.55 GB
STR154823;STR154823;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154824;STR154824;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;687.37 GB
STR154826;STR154826;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154827;STR154827;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.01 GB
STR154828;STR154828;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154829;STR154829;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154830;STR154830;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;238.24 GB
STR154833;STR154833;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.88 GB
STR154834;STR154834;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154836;STR154836;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;929.55 GB
STR154837;STR154837;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;929.56 GB
STR154838;STR154838;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;929.56 GB
STR154839;STR154839;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154840;STR154840;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154841;STR154841;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154842;STR154842;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154843;STR154843;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154844;STR154844;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154845;STR154845;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154847;STR154847;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154848;STR154848;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;687.37 GB
STR154849;STR154849;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154850;STR154850;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154852;STR154852;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154853;STR154853;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154854;STR154854;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154855;STR154855;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154856;STR154856;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;701.67 GB
STR154857;STR154857;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154858;STR154858;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154859;STR154859;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.01 GB
STR154860;STR154860;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.30 GB
STR154861;STR154861;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;704.01 GB
STR154862;STR154862;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154863;STR154863;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154865;STR154865;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR154867;STR154867;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
STR155512;STR155512;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155513;STR155513;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.38 GB
STR155514;STR155514;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155515;STR155515;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.62 GB
STR155516;STR155516;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;687.36 GB
STR155518;STR155518;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;223.34 GB
STR155520;STR155520;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.87 GB
STR155522;STR155522;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155527;STR155527;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.62 GB
STR155528;STR155528;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155529;STR155529;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155530;STR155530;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155531;STR155531;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.87 GB
STR155532;STR155532;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.87 GB
STR155533;STR155533;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155534;STR155534;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;687.37 GB
STR155535;STR155535;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155536;STR155536;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
str155537;str155537;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.62 GB
STR155538;STR155538;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155539;STR155539;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.97 GB
str155544;str155544;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.63 GB
STR155545;STR155545;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155549;STR155549;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155554;STR155554;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.88 GB
STR155555;STR155555;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155557;STR155557;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;476.91 GB
STR155558;STR155558;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155559;STR155559;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;929.56 GB
STR155561;STR155561;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;703.30 GB
STR155562;STR155562;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.26 GB
STR155563;STR155563;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155564;STR155564;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155565;STR155565;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155566;STR155566;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.26 GB
STR155567;STR155567;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.26 GB
STR155568;STR155568;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155569;STR155569;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155570;STR155570;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155571;STR155571;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;702.27 GB
STR155844;STR155844;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;465.62 GB
STR157435;STR157435;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;1169.76 GB
STR158618;STR158618;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
STR160;STR160;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160196;STR160196;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160197;STR160197;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160198;STR160198;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160199;STR160199;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160200;STR160200;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160201;STR160201;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160202;STR160202;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160446;STR160446;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160447;STR160447;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160448;STR160448;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160449;STR160449;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160450;STR160450;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160451;STR160451;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160452;STR160452;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160453;STR160453;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160454;STR160454;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160455;STR160455;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160457;STR160457;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160458;STR160458;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160466;STR160466;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160467;STR160467;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160470;STR160470;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160471;STR160471;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160472;STR160472;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160473;STR160473;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160475;STR160475;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160519;STR160519;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160520;STR160520;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160521;STR160521;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160522;STR160522;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160524;STR160524;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160526;STR160526;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160528;STR160528;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160530;STR160530;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160532;STR160532;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160533;STR160533;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160534;STR160534;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160535;STR160535;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160536;STR160536;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160537;STR160537;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160538;STR160538;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160540;STR160540;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160541;STR160541;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160542;STR160542;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160544;STR160544;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160546;STR160546;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160547;STR160547;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160558;STR160558;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160570;STR160570;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160572;STR160572;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;942.67 GB
STR160573;STR160573;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160574;STR160574;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;1408.41 GB
STR160579;STR160579;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160582;STR160582;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160585;STR160585;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160626;STR160626;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160628;STR160628;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160629;STR160629;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160630;STR160630;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160631;STR160631;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
STR160727;STR160727;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
